ID;Predito
3427;102032,9233
7922;239504,0068
7531;132014,1956
3865;92367,61715
6321;111363,383
4883;134551,8836
4215;129791,1084
1865;166614,0972
6419;107788,3415
9425;68750,84189
3309;71032,33169
76;107845,175
4537;105098,2958
6813;137712,7141
857;98080,57095
7048;183689,0876
8315;137132,2046
9421;128688,5739
489;29701,40328
8214;148406,3613
1770;169649,966
6740;79579,56369
4224;145875,1029
6094;165910,8501
9526;134999,9946
1873;163521,3836
3670;128823,4728
9714;106888,164
7813;157238,2613
4432;55613,85504
5855;152206,378
3561;41509,09696
7693;84174,58494
3483;171829,4766
9566;234820,3826
5701;171400,7463
1152;-29815,9475
2111;111731,5035
1774;197717,579
5711;53554,62332
8576;181500,7682
8412;113623,9035
5010;141967,9581
6931;201022,5835
2988;166328,6694
4550;131749,3386
3392;118843,5601
153;121137,2116
593;246920,7738
5070;54183,16439
3525;101991,2762
5585;137220,0916
9304;193511,9155
3304;114780,1096
7787;176326,5054
1183;89133,34639
1510;249166,9751
2495;99426,57414
2363;114479,6383
8419;141006,3882
371;230177,9012
5784;195816,3831
881;28506,98158
6585;82725,90261
7703;24992,24652
4995;139648,6799
264;103296,0649
3410;142624,3037
3261;113862,4632
6085;100632,7914
1411;123201,0105
9137;121814,7518
8936;-12805,04573
773;85528,0949
2134;133656,9465
2120;111277,3182
34;154219,5051
1333;73325,84858
8281;27266,34081
7524;116825,2829
9195;99691,62471
6439;131058,2368
3485;114185,4613
2116;155383,8894
8740;74555,72682
823;-7093,406704
5892;125427,9912
8978;230464,8777
1438;147056,143
316;129848,5789
8789;54695,0412
530;236545,5199
4386;143419,0277
7237;37170,54748
2989;183845,2242
5813;74741,08459
6537;171849,8677
2410;134153,9392
938;122147,5331
1509;160493,3333
949;1876,679615
8390;101857,0469
2952;11075,12863
8840;145914,5524
1402;75181,17571
3905;43942,52737
6039;65440,77319
1132;119757,8796
6191;130795,4759
4470;130547,7954
6388;184736,7
3748;129745,1841
8084;156325,6496
4897;155872,6352
2941;93852,14217
4716;116275,8866
6434;188877,4622
3492;154967,1003
5026;141275,6725
9812;126198,6314
1327;106493,9967
3615;78651,32154
6462;149654,8969
5183;136516,5716
9772;129301,746
8009;157036,9063
7487;159328,8489
6024;112869,5045
1548;141191,0761
2425;152682,4075
4233;97871,68365
2070;112821,5606
9177;80951,75938
2691;62233,49546
2062;166764,4192
9277;-9258,320414
648;129956,1333
8827;202354,2295
8367;154087,4287
8652;148837,6803
1459;154758,263
7630;193810,8026
9197;35042,82102
3705;155878,7305
9132;124100,4532
470;56834,36431
8010;110592,3461
4496;25695,12759
7949;93650,55346
9554;21858,73361
8723;159317,1006
7128;116402,0772
2853;162382,9136
3255;126806,6941
6224;212497,85
4974;138968,7156
2011;128405,3563
1076;82713,84123
4509;123319,5223
4006;24445,27861
825;99271,66939
4130;109024,488
98;211715,1978
7577;131408,6586
3389;104617,7311
6344;75393,02888
1082;53296,93782
8875;163002,9565
1633;65614,32554
8958;99638,76927
1605;94867,28428
9748;218147,9086
39;139636,1236
6888;143391,1402
4467;92311,91163
629;83491,90117
1970;191591,3142
2479;-13723,87895
5268;123794,4619
936;162158,4355
4398;120284,7956
2461;159886,2305
4180;99770,27697
7872;113348,5486
3603;142058,9694
4645;181449,5074
6799;121447,7563
3675;166190,7732
4934;78373,14218
7330;108816,0894
2874;138969,7902
5801;107487,168
7419;91229,50657
8568;110302,0111
4606;141332,3968
4347;107030,8537
7182;161292,8595
9556;98341,74571
5742;121870,514
7790;136898,2984
5612;149190,8298
1230;89413,10732
5820;106503,7277
7181;135270,822
2445;118713,8994
2764;57909,47353
2389;145128,423
5917;100766,1083
9262;157847,1718
8592;31964,45462
9752;259137,0852
6886;170995,9548
4784;126712,3563
4528;142562,6263
7557;248225,0351
6701;117519,2908
4958;10714,87905
4951;172301,4281
6236;158066,7351
7367;82075,8616
4743;92750,9331
2318;105991,2686
5153;125700,3809
7472;90863,31101
4309;98854,2327
8012;111163,3255
8657;110509,6475
6433;141078,346
6610;57504,47162
7229;70202,25255
8186;208424,8919
9037;82397,68749
534;148429,9532
1137;209335,541
8160;164450,3009
8712;127722,7663
9709;94868,77659
6122;92651,90375
5317;183557,6371
2441;170173,933
804;217665,5911
5509;119882,882
3628;131021,4332
1268;39468,3452
6171;150119,6361
6287;95821,15806
5610;237255,9663
6760;177840,5077
476;158339,3705
9367;100496,9577
110;191145,8686
6941;160251,6786
4580;138921,872
9089;65563,22151
5361;18939,89033
1006;152004,9149
3273;85336,63909
1951;109771,9353
4623;108603,2289
4521;109204,9262
6420;63083,93412
3222;37910,93246
2685;144658,4139
653;159940,6612
8866;109077,3035
8650;113377,3105
5470;125137,2627
9252;106215,0732
6291;100223,5764
3229;135719,1082
4644;147795,2056
4837;141982,3314
3403;130125,3082
6280;139993,5796
77;143083,0405
3476;133766,7457
2106;198970,7115
6916;70072,30556
4479;113275,7582
8406;121493,0694
5677;232637,1253
5294;44520,3548
4127;108591,5249
3490;10027,4875
684;140571,0487
8863;131062,6637
2385;120476,8227
9660;162984,2106
7648;163925,6547
4071;104123,6986
2916;117357,2674
6409;132768,3734
6406;80847,73883
8641;93257,78249
8500;114774,2776
5336;74417,97919
9669;150005,8449
2926;85522,32067
9107;136882,3011
9645;55039,8044
8113;174978,2459
1469;162241,9688
5720;225568,2323
62;112126,9509
7252;148821,52
4637;121676,9603
2411;97507,71143
3683;53661,25291
911;88633,8329
8398;76535,79628
8199;171231,7093
9814;42167,19541
1489;153592,7879
2218;76066,9255
5888;115196,6165
7041;113802,7098
391;124410,8459
3914;211354,6181
2630;134569,9115
5107;85700,20751
4234;172658,2124
1721;191822,4267
8823;161647,0737
8370;117802,5481
9560;121468,691
9028;98813,03058
467;143350,6972
6800;129268,5388
6078;148226,6937
8322;229018,2874
4212;98873,33905
202;91392,21228
1164;118464,4667
6927;148347,2507
5104;126128,7273
2000;89541,79574
3097;153488,8114
8096;124273,2066
4659;130879,9431
7526;118524,9752
722;154730,3317
2547;96129,71698
4420;118799,077
6319;100436,4659
751;134416,4073
8811;125673,6427
7624;114057,1075
8916;130207,928
1660;115305,0136
1521;137792,7792
5053;174631,6087
6695;37954,7729
4405;158950,8126
132;111034,1773
5542;75214,36507
1720;105809,1838
4289;136871,4159
7098;110896,6998
1512;60618,12339
2065;72065,91481
4990;130840,457
8415;146328,8485
8205;27802,88212
4369;77870,98485
2627;180143,1781
6301;145451,3456
263;121290,0439
670;114281,9759
9015;181451,0656
4571;126745,9047
3408;153477,8666
2187;216350,349
1556;126502,5678
912;168212,7888
2212;165778,8959
2804;109044,4514
2283;140474,3992
976;124229,1904
7490;209916,6886
9447;147756,7702
4312;212474,3945
5451;58875,32622
3310;154097,0535
5435;96930,47569
2221;45335,3292
274;84123,48363
9590;114870,5796
3994;91163,30227
9366;158515,27
283;121429,0228
1227;120915,4278
318;138356,7109
8174;235157,0865
4388;81581,40617
436;193695,1659
9668;102449,267
6958;170766,2272
6902;66205,64222
5972;117952,7305
3049;152892,819
207;157230,3758
5291;166596,8943
5085;73128,21282
478;134099,093
6564;140361,0884
9615;133397,4471
1920;98801,2956
7089;232421,3852
6418;135368,6403
3324;87001,37722
4074;147294,0869
7271;86865,55427
6639;150261,2084
9382;155184,5475
307;187601,8409
8165;87964,58075
5303;176635,0892
9372;120095,3139
6454;198524,707
9720;83102,05458
745;77376,64046
8613;108653,1529
5671;160451,3206
7758;142588,896
9338;228651,4586
675;153066,1492
2564;100841,6721
525;100776,5817
7709;172218,7588
406;50186,74763
1639;83394,89767
3503;237099,1722
1388;-2783,715149
4042;173739,4417
2854;167015,9369
4847;163586,2975
2314;115925,1499
9517;163009,2569
1036;133527,8348
3627;115480,9994
6478;178596,7905
9603;199541,1315
4168;127386,5987
382;113060,1831
8127;105246,8792
8610;132560,7479
572;83737,19904
2053;97078,67765
2755;113877,0608
8640;166767,3638
1087;202963,9132
3816;13336,45661
3238;130052,0453
3957;89757,04692
3085;138803,8017
4087;87909,07742
1702;142407,8262
982;111742,5662
2169;182349,2802
5864;91509,49732
8238;149321,0401
8048;134683,8641
7658;36172,31322
6136;169222,3705
5865;109376,6349
5162;151505,3423
9790;178269,0448
8761;179494,0128
351;155994,9615
7376;219544,5989
2688;159848,7739
3176;96247,93286
333;132779,5994
9096;84737,98016
8388;104049,8927
9092;45600,17061
5309;61593,70162
269;112748,6971
2115;140337,7407
1470;132174,2031
9529;154306,733
7134;92373,96847
8491;104934,5816
5228;226227,7379
2815;155845,9053
6032;113710,0797
4943;178690,7042
6587;138463,2628
3654;115804,1165
2523;115865,1047
6673;156506,7828
6694;161236,4641
2576;-24954,6824
8717;127740,6084
854;116625,3842
8111;193138,6778
6166;167148,3006
4349;36694,96844
3039;125760,0719
8230;154145,3463
7646;106035,452
7951;94739,72558
3660;163602,0795
3624;93951,51199
8829;101000,9536
6755;190648,289
9309;112654,3056
2177;167629,0865
674;152781,2747
9493;150185,8684
5302;142549,8041
1184;47776,60641
5954;24625,05918
6876;175184,2914
644;101632,7809
5124;111560,7471
3092;114684,2096
1661;77332,3574
1311;128616,9703
2164;218161,1544
3868;126915,1219
4723;160586,2519
6302;191430,1357
4157;136416,192
2716;118787,0707
3020;97572,62111
5215;135165,0449
2887;146490,7201
4697;146848,2485
3534;110960,8455
4652;211901,7386
9825;138539,7844
853;44242,48058
5505;158022,3843
5458;187941,7518
6530;98930,44321
9047;103407,5583
1154;168982,7178
5495;99622,62992
1178;115408,1272
4524;161370,9148
762;153276,1467
6935;59986,10766
6956;182017,8609
3952;196708,0675
7178;110782,1088
1422;159148,6078
7440;133630,9728
4270;77804,57198
3556;164168,311
6204;125765,2964
5296;242530,7103
5536;38008,24852
8110;103420,1551
545;147717,9892
9499;161670,9873
7537;98651,75906
1594;137321,998
4887;168132,8257
9005;116890,8021
8343;202335,7541
4151;221917,3911
8004;113795,1739
599;156639,0425
6547;183135,9956
3899;139497,2012
758;69911,33087
4551;121622,9281
129;85530,58635
9083;154328,27
4633;32131,16481
7394;95205,26641
4220;224100,9648
1956;126450,3456
4015;186192,3104
8571;71022,28148
2965;111622,9477
8477;122635,3213
9223;221207,4919
6043;118102,8524
9614;157919,9014
6516;113651,0101
2424;208511,9938
3477;200315,0586
6519;107965,6529
6963;143782,0775
9431;100146,4315
3205;105049,5872
1560;155566,456
8832;137567,9314
8854;113944,8134
6525;143134,5682
6290;133244,6694
2287;183031,7908
5951;136948,0834
1475;148658,6267
3870;88833,75053
288;28570,57707
4055;156168,5164
4206;-81104,56838
8128;92529,04918
6670;153231,378
8628;101395,2507
2370;73057,88706
1620;135027,8605
1923;143213,8134
6692;179539,471
5538;152349,6443
8053;134073,4441
1515;88005,03352
9656;150206,6507
3169;91396,21143
2247;156731,5359
6684;168222,3481
8526;152586,0856
6870;225854,8941
6446;67722,46719
4699;6678,359303
4310;172126,5548
9811;58902,96637
5110;67339,16019
9167;77797,78668
6867;136022,486
3489;114127,7267
7099;147526,4843
865;173313,9181
8893;159290,4916
3434;50516,95027
2504;125262,4953
8150;180000,8045
5737;20878,51997
9080;101483,9898
8881;198798,8884
6624;240968,9902
2350;112993,5309
7382;44897,72005
1818;143699,0357
8754;64329,3178
998;63157,30941
1504;123974,2833
7818;264293,3092
1520;106985,4101
7161;175915,5776
7347;87205,79447
7799;148400,4074
4327;115650,3135
1978;151886,3704
5173;153024,1006
4230;138754,1967
5926;90140,53801
2118;199379,2264
4354;106968,4971
9730;147731,7013
3191;197939,754
5939;151958,4334
651;121782,0931
2615;119859,4426
9733;129177,579
3089;91246,13169
5301;129582,52
8697;145244,4171
1116;98117,03961
2539;159251,7506
8769;201783,4908
5984;83497,62265
7162;249187,0087
965;150070,9691
5964;148126,3998
6448;130848,9051
8995;144847,4387
9021;152061,3763
7282;66965,83786
8681;85252,67283
6270;140451,4031
9284;102742,3171
9225;136050,846
2702;106776,1672
8637;64246,07489
1001;122862,0372
2995;83932,44279
2541;199226,4679
6837;151632,065
3827;121687,0236
4609;102700,9269
4904;151229,3288
5861;58462,95919
9782;171868,8092
725;172006,7428
9836;109275,5533
3163;167799,1482
5617;82362,26763
245;74529,8104
2026;188639,8722
2596;221834,3661
69;29891,33907
1943;140888,408
2872;141382,476
1583;118379,6288
3502;142201,1147
7719;102035,5546
4583;198611,1755
1683;197584,4039
7678;139143,4196
9173;145152,4968
8625;227149,4264
6584;62491,79785
1481;59850,45233
9520;85192,05993
1596;143093,7913
5138;129498,1691
1851;123051,3179
3893;184405,9546
8711;111169,8429
5966;156961,6615
178;55153,29658
3378;75985,31463
9368;137934,2163
6646;93732,4501
1364;91306,76718
8572;153316,7075
3349;165545,6934
7179;109721,1044
7568;168570,8893
7958;135085,5727
3891;100916,9591
5389;160696,3624
3075;165614,2176
9697;120565,9059
4018;67195,1178
61;82651,07337
4476;71719,86667
5746;105282,3365
7660;170815,1162
4933;103338,926
7335;206828,6255
3079;121064,9049
4481;193061,3559
5295;94334,85509
2956;147387,3495
7228;211359,1084
7287;99684,9634
7879;109020,1178
836;109979,3233
3433;175937,3841
4711;70892,10162
3959;137983,1808
9504;185147,6566
3180;106103,9184
5096;114685,419
4540;141582,5838
2071;114971,4361
2990;182523,8178
5360;152559,2782
3791;62383,47176
9558;168070,5252
8224;134594,3776
6099;58625,05039
9488;118966,1045
9102;177807,1844
32;32275,07592
5731;135976,9422
6538;113317,4268
2008;141789,1587
1952;88225,65039
7718;116286,7
9244;129126,0463
8102;122691,5022
2462;6734,76446
1928;111219,9844
6969;115948,2385
5555;41800,96158
9633;171940,6999
1997;223333,585
6786;80043,65471
1882;126548,7453
1334;135094,8765
6065;86978,25398
8373;55220,41205
6328;154685,935
55;215163,3609
3570;115767,3021
4311;147125,5683
9657;61275,10205
9165;81972,23175
7701;169103,5168
4113;102449,8108
3319;203230,7309
3480;-14793,80276
1542;111167,0082
605;138413,8837
3859;128289,3057
7031;21285,62335
3706;135622,6749
551;92052,36673
1433;166028,0048
9269;176737,759
9822;113228,8506
9310;114932,9786
4378;106212,6826
6111;64174,72922
3099;101703,9036
744;148330,6843
5154;136151,7429
502;111031,3121
6053;108655,6699
6440;118573,1435
8248;120818,55
2868;14322,0297
7216;202726,6448
7965;129705,3698
7623;148124,4813
1245;132014,4273
8120;150743,1489
8762;131027,9718
6393;131455,435
2227;64470,75107
3749;103480,7725
9472;178231,6198
6683;162202,0686
1197;127126,7582
319;56326,28872
4097;96773,01044
3842;85676,28919
286;155375,5548
1497;152148,8635
1676;106510,7668
5132;165984,004
4624;162496,7338
3230;103385,1685
6378;129218,1893
8395;114045,3156
8820;196417,6097
2827;139173,0219
3088;101145,884
2877;76703,89697
8963;140785,7028
7971;90502,45814
3930;93072,63143
3232;137027,297
9664;117575,5222
3828;232469,6849
9046;115990,0743
1391;-18763,33791
167;120230,278
7442;120430,1563
4800;139606,0624
799;90681,76606
9638;54995,54229
5330;91108,08565
3997;119840,3805
5474;50982,13214
9495;-5689,832636
7893;120674,3997
2511;79343,11896
5274;118287,0967
5439;147988,6547
8807;101539,8525
8466;248537,6835
3158;128746,9375
4379;160375,9109
6097;193640,5978
1370;186339,6146
2754;113218,8981
6255;120893,7008
1630;153519,5299
7443;184373,0669
5863;153324,5623
5220;60665,63068
6292;209269,1372
3913;116611,3587
8499;155545,4264
2427;117792,108
6327;115109,42
785;228793,8107
1758;130503,7512
9557;135724,6865
1527;137373,118
1310;164554,8488
1158;217390,0942
3353;185962,503
3496;128597,7045
416;169038,895
4866;120972,7442
5605;184696,0673
7066;81986,8391
2779;146350,8002
9328;132213,8716
9285;238957,9229
1273;123657,0887
8478;101347,3838
2369;153555,4542
8544;31994,72112
4937;171454,5217
5659;139026,7824
5606;99494,13634
2312;104312,148
6063;116333,1437
6796;163277,2388
3025;146166,6603
3061;117440,3691
1225;130508,2097
7107;123573,1498
7483;126347,5119
7166;-12,45366583
7261;272248,3629
5907;165827,7986
6840;85775,80131
8931;102458,0641
2917;217766,0211
871;125195,575
1149;113154,4501
7573;191840,7053
1830;111717,3118
7493;133266,7168
4851;87240,41727
9840;83996,54759
1803;109303,0269
8057;73809,58419
3764;121858,6861
5503;100147,1648
2653;69074,48907
8259;124608,7879
9538;134217,588
1022;122254,6986
6010;133697,2518
5225;126658,0791
1647;159013,8831
4959;119085,3305
4613;174092,1688
9115;159566,6745
4103;96875,76218
920;69611,5099
3208;98319,873
4076;223684,0539
6945;91241,7035
3904;94892,08336
7968;39191,70374
8031;188165,3618
7358;157415,0692
7479;37134,87241
803;150898,9566
807;146966,9613
917;83706,32617
5662;100635,6278
4447;191732,3673
895;98532,40687
4259;88470,18274
2013;176910,7514
5148;178592,4062
2275;226657,507
9050;157394,1329
9315;118922,3422
6108;254089,7121
4404;139381,4022
3402;111515,9721
693;108073,7755
3524;161725,7154
3374;158106,3822
8429;152880,5168
7668;160500,3317
7346;135611,3502
3803;113945,6755
3129;150258,6217
6087;129305,1379
7723;160009,0604
5698;174230,0544
1722;172931,0603
9004;75833,42702
4210;93095,87634
8058;53099,25758
2600;48705,95329
8594;120239,1193
6526;113834,105
6960;71154,20717
5319;74574,85797
6757;-53916,80961
4490;143697,0269
4742;128539,9466
9734;104295,968
5522;130827,7025
4247;96117,70453
6748;113194,0939
8346;45135,24475
133;200732,6406
4409;176837,6348
128;69866,77424
5955;138160,9215
5356;198922,7415
5340;99916,67063
515;58825,16237
1146;119079,888
9820;43289,08259
7239;81328,91721
6715;171977,7998
7383;112269,9112
182;105332,3913
4258;133355,0389
4228;124164,6629
8704;118648,5291
9078;84384,62482
6622;106939,0013
6682;177090,2594
6239;109915,739
5866;157853,7619
3918;37395,47558
4783;161323,7115
8777;85165,46901
2760;120774,2266
5342;173169,7331
247;202124,5468
7616;-30110,27824
4679;154550,3971
281;150675,2907
1255;150905,341
6621;133843,7033
6124;86574,02018
9469;90699,54034
6812;111547,5693
270;124464,6148
768;144632,6171
3795;106799,5712
2677;34463,69794
8354;139377,0177
6017;111153,5468
7377;137642,0951
7804;203347,742
4273;102170,589
8361;-6156,338306
3732;83066,69618
620;216773,5447
5347;134498,1671
1533;127164,7022
9130;72136,48387
5051;142744,3161
6794;162121,5365
5009;128910,324
2328;148560,4429
7083;76053,89676
1121;128499,8193
9349;159855,8702
6;79530,67852
6853;181598,3474
6970;69281,0979
3275;99875,14081
554;141726,0026
5454;168115,2409
885;138512,5322
4281;116638,5371
9543;110735,4387
1562;135577,0255
5121;111098,4623
4436;132571,2754
5491;143154,6983
3746;138300,3322
8819;66765,3064
6991;174112,8322
9528;157700,1854
7774;123026,4125
4844;115959,3814
140;100827,8943
1710;22595,15088
6574;249071,7264
5925;147683,2362
3142;147411,5442
7626;170946,2462
802;112332,5178
3737;138654,0258
9770;139795,5125
5838;156859,1684
8116;166978,0181
2463;30491,44319
5944;109274,7588
4545;116079,0666
6211;90520,36245
4060;128456,5452
6286;168750,3197
7342;116501,7753
9355;120639,6069
5167;183650,8188
5333;116642,265
3713;139492,0888
8180;146631,3103
9245;203133,2548
1174;207739,9825
1826;187335,5873
5790;150925,5644
6955;130899,3957
9052;57424,24958
3177;110160,6082
1043;75890,05932
7743;182789,4448
7628;110703,7442
8895;133405,0339
2619;76668,44784
8805;221652,0033
6373;160731,6245
8680;85423,03441
235;87308,69522
93;128069,0812
114;96373,17928
4598;94670,16989
293;120414,948
2073;180008,5681
6889;106497,9293
3548;85457,9307
10;88921,37554
3622;38607,43845
6967;163343,0693
7916;97454,8134
9725;62814,98244
8108;29269,55692
3248;137042,6547
6707;84589,13032
9267;104953,0989
5174;98891,58705
4435;120283,3087
8261;107926,8155
2403;152446,6746
4357;102546,274
1246;144212,9384
346;157469,8168
260;140872,7409
7255;181055,7041
937;208165,1117
126;182337,4758
3498;63312,90404
8027;23318,52894
9161;164373,9656
4261;117679,1067
3016;150484,5677
4485;47052,62783
7992;102389,8567
7728;157363,8851
520;151982,9437
4815;30461,35313
298;67529,7229
4955;147659,2607
4211;90787,7004
1104;3997,136134
4870;168203,44
583;118473,4766
2340;100246,8066
6467;126464,4348
5127;97358,84686
6523;131635,4177
8514;86748,22516
3469;148839,245
2304;146483,9297
7963;145547,2944
9238;121524,0009
5254;89058,31617
771;181463,436
7919;118910,0726
4363;183776,6136
6785;107231,0413
1114;84830,69472
9143;140864,9931
5448;146989,0489
8384;121888,9892
4185;171570,366
695;156492,6133
8917;18551,74247
2663;103787,6033
170;190612,6265
3806;161487,2019
8247;112278,9634
3013;72445,77753
7527;142237,8558
1145;120335,4025
2007;176220,9247
6803;157565,0114
2153;218320,3103
6117;126091,4736
8063;134676,0253
2236;183347,7115
6554;76381,08524
7855;153221,0961
4462;134058,1983
2284;149215,3223
9149;197069,263
6349;126912,645
2005;146559,3863
4987;128388,3597
2487;78594,59822
8508;214394,3009
9533;163037,0449
8688;147853,072
1392;106936,5676
1988;78230,30163
4541;149129,5537
4506;131095,2401
6612;126275,8487
7221;125619,1169
883;148468,7281
4750;147095,0173
7129;93801,42454
7081;17715,36206
8157;161736,69
7010;45234,95336
989;95758,60255
1700;121643,0819
315;29558,25473
9762;163988,9237
1037;100383,6785
9016;65877,75434
2233;-14096,82441
8852;-4963,75975
3386;123238,4659
1718;50039,97876
490;140109,0684
2514;123487,1556
3449;148328,8237
3984;142262,6068
2665;106543,9768
3903;137060,6641
9616;158534,0388
7007;209455,6581
8243;149440,4738
8170;62342,28878
7097;143524,3751
9359;71189,28404
6112;93228,80183
5806;153464,598
7748;114162,8856
5815;114571,4615
592;147513,0141
5544;99335,9301
908;179421,1191
6594;85422,84076
1214;115472,563
5760;122217,6838
8867;30623,26193
6035;113299,9323
4964;122132,67
8655;207885,823
9676;116311,1878
8699;133042,3269
4648;97629,55595
8838;96325,60556
8295;141835,8022
5476;116890,41
2063;73404,06063
255;187562,8986
5752;211122,3588
1251;70795,59222
4456;144271,3561
9166;110026,1775
6072;144602,2066
3573;155916,2343
6337;101652,8229
7664;90121,57922
9216;126246,946
7190;170010,7314
4564;108972,3645
6809;98762,92225
8793;79497,15133
8062;230997,1808
1221;84875,44709
7385;103983,9172
6006;76276,697
8971;172,5213378
4202;150286,1827
7110;82302,93886
9118;78458,44076
986;147014,3668
4125;109369,4662
9828;121677,4255
9180;121751,4049
6850;17670,2581
9109;154854,2529
1572;109060,5481
7260;139237,8053
9661;160600,7332
491;138165,9999
5740;74151,99585
1018;155709,1416
1054;114978,613
1540;133585,4143
2505;145072,1385
2892;133866,5335
5416;220839,6634
5263;79369,4601
7025;149548,1807
2186;47886,26869
9247;166216,7234
3647;56432,74653
8937;178380,2125
6161;128480,1812
7269;125178,0805
3218;148853,8995
6206;116544,3191
7202;95721,59587
922;179798,7817
29;46918,12489
7446;137434,8059
4299;150938,2585
7938;110799,052
7663;187615,8408
9450;119979,0153
2943;147317,3728
1300;13502,47487
6976;132897,9045
9457;141657,3432
7050;106264,557
994;176636,31
5652;93620,74838
2706;81292,1654
6846;97836,60567
561;139545,8999
4360;130056,9089
3190;133214,949
5207;144803,6057
8994;84039,73954
7061;166509,8997
5288;113401,0482
9065;131549,9727
9767;189367,6025
3567;123144,4496
7045;134605,9897
8072;248468,2527
9194;75678,32369
8060;73208,42346
8721;187348,2789
1995;69028,09903
8381;57393,84107
9497;79366,81879
3472;63560,88307
2816;117794,5919
2902;107704,1332
985;137768,7824
7643;174704,8427
9434;137246,8541
2154;118184,9972
662;156608,8426
2228;163275,7999
3738;116104,2317
5373;147382,1791
3068;-86898,16667
3544;54514,75711
185;144291,6925
9033;133118,9372
2680;126606,0061
3371;25369,79628
6839;9136,884003
2568;114787,029
4430;203898,5459
8219;148887,9299
6347;127154,4895
6456;137643,3005
499;152348,571
8948;90606,06886
4077;262460,3895
8075;72313,50086
2771;114964,5796
8694;125534,4396
4782;114518,9414
240;73731,81988
2117;157795,3089
6718;152858,6536
4526;108054,3328
3733;-1150,779716
5055;174661,7174
7860;127504,0426
7374;124117,1774
2708;162253,5568
9360;75082,34017
3911;57102,63718
5142;127570,9252
5949;127879,5179
6606;168763,461
8137;98851,38969
4600;161084,3649
1890;99886,86742
9145;74932,13686
2289;130707,3968
3963;207552,2034
6273;96622,77011
199;105833,9999
3207;165608,9184
5797;160842,7651
7130;113833,5678
8126;104789,4036
9461;123312,7915
6189;105945,3976
7889;114286,1434
4463;113298,552
3268;150882,8738
131;108505,8212
2614;150490,1744
5171;99983,40394
8153;145874,9253
6938;208889,6452
9258;122026,6918
776;162221,4904
9854;111060,5111
2534;85400,59851
1884;62087,66801
6528;133145,3672
8884;24065,44188
7378;-59904,66981
3348;125175,4516
5541;95353,44485
3553;180080,1948
902;103465,1059
6464;48767,90851
3010;160983,3254
7084;136822,4461
4274;97673,50807
5695;71159,03046
3642;143777,268
2393;117503,768
2996;119879,9207
4819;119630,7385
5423;156863,7784
8878;149363,3283
5003;120974,6398
1969;90828,15922
2769;144677,8459
4393;168034,2607
1069;171712,3684
1486;83103,27235
